Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Nummer,path,thumb,Techniken,Motiven,Darstellungsformen
0963,1983,zT,B,Dp,,,29x40,mittel,breit,,,Gs,A,lL,,,,H5,bw,,sko,,iBdK,,,,,0963,images/WV_ab 0953/0963.jpg,images/WV_ab 0953/thumb/0963.jpg,zT B Dp  ,A lL  , 
0964,1983,B,,,,,22x31,mittel,breit,,,Gs,A,FigR,,,,H1,bw,,,,iBdK,,,,,0964,images/WV_ab 0953/0964.jpg,images/WV_ab 0953/thumb/0964.jpg,B    ,A FigR  , 
0965,1981,B,,,,,30x33,mittel,breit,,,Gs,A,,,,,H1,bw,,,,iBdK,,,,,0965,images/WV_ab 0953/0965.jpg,images/WV_ab 0953/thumb/0965.jpg,B    ,A   , 
0966,1981,B,,,,,26x31,mittel,breit,Fro,,Gs,A,,,,,H2,bw,,,,iBdK,,,,,0966,images/WV_ab 0953/0966.jpg,images/WV_ab 0953/thumb/0966.jpg,B    ,A   ,Fro 
0967,1981,B,,,,,21x29,klein,breit,,,Gs,A,,,,,H1,bw,,,,iBdK,,,,,0967,images/WV_ab 0953/0967.jpg,images/WV_ab 0953/thumb/0967.jpg,B    ,A   , 
0968,1979,zT,B,T,,,22x27,klein,breit,,,Gs,A,lL,FigR,,,H2,gr,,,,iBdK,,,,,0968,images/WV_ab 0953/0968.jpg,images/WV_ab 0953/thumb/0968.jpg,zT B T  ,A lL FigR , 
0969,1980,B,,,,,22x20,klein,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,0969,images/WV_ab 0953/0969_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0969_bearbeitet-1.jpg,B    ,A   , 
0970,1986,T,,,,,29x33,mittel,breit,,,UoG,A,L,,,,H3,bw,,,,iBdK,,,,,0970,images/WV_ab 0953/0970.jpg,images/WV_ab 0953/thumb/0970.jpg,T    ,A L  , 
0971,1985,T,,,,,26x29,mittel,breit,,,UoG,A,L,,,,H3,bw,,,,iBdK,,,,,0971,images/WV_ab 0953/0971.jpg,images/WV_ab 0953/thumb/0971.jpg,T    ,A L  , 
0972,1985,T,,,,,28x35,mittel,breit,,,UoG,A,Pf,,,,H3,bw,,,,iBdK,,,,,0972,images/WV_ab 0953/0972.jpg,images/WV_ab 0953/thumb/0972.jpg,T    ,A Pf  , 
0973,1985,T,,,,,32x38,mittel,breit,,,UoG,A,L,,,,H2,bw,,,,iBdK,,,,,0973,images/WV_ab 0953/0973.jpg,images/WV_ab 0953/thumb/0973.jpg,T    ,A L  , 
0974,1983,T,,,,,28x33,mittel,breit,,,Gs,O,Ec,,,,H3,gr,,,,iBdK,,,,,0974,images/WV_ab 0953/0974.jpg,images/WV_ab 0953/thumb/0974.jpg,T    ,O Ec  , 
0975,1986,zT,T,Pm,,,36x33,mittel,hoch,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0975,images/WV_ab 0953/0975.jpg,images/WV_ab 0953/thumb/0975.jpg,zT T Pm  ,   , 
0976,1986,zT,T,Pm,,,37x33,mittel,hoch,,,UoG,,,,,,H4,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0976,images/WV_ab 0953/0976.jpg,images/WV_ab 0953/thumb/0976.jpg,zT T Pm  ,   , 
0977,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0977,images/WV_ab 0953/0977.jpg,images/WV_ab 0953/thumb/0977.jpg,zT T Pm  ,   , 
0978,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0978,images/WV_ab 0953/0978.jpg,images/WV_ab 0953/thumb/0978.jpg,zT T Pm  ,   , 
0979,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H4,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0979,images/WV_ab 0953/0979.jpg,images/WV_ab 0953/thumb/0979.jpg,zT T Pm  ,   , 
0980,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0980,images/WV_ab 0953/0980.jpg,images/WV_ab 0953/thumb/0980.jpg,zT T Pm  ,   , 
0981,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0981,images/WV_ab 0953/0981.jpg,images/WV_ab 0953/thumb/0981.jpg,zT T Pm  ,   , 
0982,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0982,images/WV_ab 0953/0982.jpg,images/WV_ab 0953/thumb/0982.jpg,zT T Pm  ,   , 
0983,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0983,images/WV_ab 0953/0983.jpg,images/WV_ab 0953/thumb/0983.jpg,zT T Pm  ,   , 
0984,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0984,images/WV_ab 0953/0984.jpg,images/WV_ab 0953/thumb/0984.jpg,zT T Pm  ,   , 
0985,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H3,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0985,images/WV_ab 0953/0985.jpg,images/WV_ab 0953/thumb/0985.jpg,zT T Pm  ,   , 
0986,1986,zT,T,Pm,,,30x40,mittel,breit,,,UoG,,,,,,H2,b,Par7a,,eine kleine Hommage an den grossen Josef,iBdK,,,,,0986,images/WV_ab 0953/0986.jpg,images/WV_ab 0953/thumb/0986.jpg,zT T Pm  ,   , 
0988,1982,zT,B,Dp,,,40x49,mittel,breit,,,Gs,A,Sta,FigR,,,H1,gr,,,,iBdK,,,,,0988,images/WV_ab 0953/0988.jpg,images/WV_ab 0953/thumb/0988.jpg,zT B Dp  ,A Sta FigR , 
0989,1983,zT,B,Dp,,,28x34,mittel,breit,,,Gs,A,O,,,,H2,gr,,,in der Ausstellung P.L.Meier,iBdK,,,,,0989,images/WV_ab 0953/0989.jpg,images/WV_ab 0953/thumb/0989.jpg,zT B Dp  ,A O  , 
0990,1983,zT,B,Dp,,,25x33,mittel,breit,,,Gs,A,O,,,,H2,gr,,,in der Ausstellung P.L.Meier,iBdK,,,,,0990,images/WV_ab 0953/0990.jpg,images/WV_ab 0953/thumb/0990.jpg,zT B Dp  ,A O  , 
0991,1983,zT,B,G,,,23x20,klein,hoch,,,Gs,A,,,,,H4,gr,,,,iBdK,,,,,0991,images/WV_ab 0953/0991.jpg,images/WV_ab 0953/thumb/0991.jpg,zT B G  ,A   , 
0992,1983,Mt,B,Dp,R,,33x44,mittel,breit,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,0992,images/WV_ab 0953/0992_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0992_bearbeitet-1.jpg,Mt B Dp R ,A   , 
0993,1983,zT,B,Dp,,,27x47,mittel,breit,,,Gs,A,O,Sta,,,H3,gr,,,,iBdK,,,,,0993,images/WV_ab 0953/0993.jpg,images/WV_ab 0953/thumb/0993.jpg,zT B Dp  ,A O Sta , 
0994,1983,Mt,B,Dp,R,,32x33,mittel,breit,,,Gs,A,O,lL,,,H3,gr,,,,iBdK,,,,,0994,images/WV_ab 0953/0994_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0994_bearbeitet-1.jpg,Mt B Dp R ,A O lL , 
0995,1983,zT,Dp,B,,,22x26,klein,breit,,,Gs,A,O,FigR,,,H2,gr,,,,iBdK,,,,,0995,images/WV_ab 0953/0995_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0995_bearbeitet-1.jpg,zT Dp B  ,A O FigR , 
0996,1983,zT,B,Dp,,,26x28,mittel,breit,,,Gs,A,Sch,,,,H2,gr,,,,iBdK,,,,,0996,images/WV_ab 0953/0996_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0996_bearbeitet-1.jpg,zT B Dp  ,A Sch  , 
0997,1983,Mt,B,Dp,R,,34x24,mittel,hoch,,,Gs,A,O,,,,H3,gr,,,,iBdK,,,,,0997,images/WV_ab 0953/0997.jpg,images/WV_ab 0953/thumb/0997.jpg,Mt B Dp R ,A O  , 
0998,1983,Mt,B,Dp,R,,32x38,mittel,breit,,,Gs,A,O,FigR,,,H3,gr,,,,iBdK,,,,,0998,images/WV_ab 0953/0998.jpg,images/WV_ab 0953/thumb/0998.jpg,Mt B Dp R ,A O FigR , 
0999,1983,B,,,,,25x22,klein,hoch,,,Gs,A,,,,,H3,bw,,,,iBdK,,,,,0999,images/WV_ab 0953/0999_bearbeitet-1.jpg,images/WV_ab 0953/thumb/0999_bearbeitet-1.jpg,B    ,A   , 
1000,1983,Mt,B,Dp,R,,34x33,mittel,hoch,,,Gs,A,O,,,,H2,gr,,,,iBdK,,,,,1000,images/WV_ab 0953/1000_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1000_bearbeitet-1.jpg,Mt B Dp R ,A O  , 
1001,1983,zT,B,T,,,27x22,klein,hoch,,,Gs,A,,,,,H3,gr,,,,iBdK,,,,,1001,images/WV_ab 0953/1001.jpg,images/WV_ab 0953/thumb/1001.jpg,zT B T  ,A   , 
1002,1983,Mt,B,Dp,R,,38x53,mittel,breit,,,Gs,A,O,So,,,H2,gr,,,,iBdK,,,,,1002,images/WV_ab 0953/1002.jpg,images/WV_ab 0953/thumb/1002.jpg,Mt B Dp R ,A O So , 
1003,1983,Mt,B,Dp,R,,52x40,mittel,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1003,images/WV_ab 0953/1003_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1003_bearbeitet-1.jpg,Mt B Dp R ,A   , 
1004,1983,B,,,,,33x50,mittel,breit,,,Gs,A,,,,,H1,bw,,,,iBdK,,,,,1004,images/WV_ab 0953/1004.jpg,images/WV_ab 0953/thumb/1004.jpg,B    ,A   , 
1005,1983,Mt,B,Dp,R,,22x28,klein,breit,,,Gs,A,O,,,,H2,gr,,,,iBdK,,,,,1005,images/WV_ab 0953/1005_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1005_bearbeitet-1.jpg,Mt B Dp R ,A O  , 
1006,1983,zT,B,Dp,,,40x45,mittel,breit,,,Gs,A,O,,,,H1,gr,,,,iBdK,,,,,1006,images/WV_ab 0953/1006_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1006_bearbeitet-1.jpg,zT B Dp  ,A O  , 
1007,1983,Mt,B,Dp,R,,32x47,mittel,breit,,,Gs,A,,,,,H2,gr,,sko,La Part Dieu,iBdK,,,,,1007,images/WV_ab 0953/1007.jpg,images/WV_ab 0953/thumb/1007.jpg,Mt B Dp R ,A   , 
1008,1983,zT,B,Dp,,,31x43,mittel,breit,,,Gs,A,bb,,,,H1,gr,,,,iBdK,,,,,1008,images/WV_ab 0953/1008_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1008_bearbeitet-1.jpg,zT B Dp  ,A bb  , 
1009,1983,B,,,,,31x37,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1009,images/WV_ab 0953/1009_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1009_bearbeitet-1.jpg,B    ,A   , 
1010,1983,B,,,,,30x22,mittel,hoch,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,1010,images/WV_ab 0953/1010.jpg,images/WV_ab 0953/thumb/1010.jpg,B    ,A   , 
1011,1983,B,,,,,24x32,mittel,breit,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,1011,images/WV_ab 0953/1011.jpg,images/WV_ab 0953/thumb/1011.jpg,B    ,A   , 
1012,1983,zT,B,Dp,,,25x32,mittel,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1012,images/WV_ab 0953/1012.jpg,images/WV_ab 0953/thumb/1012.jpg,zT B Dp  ,A   , 
1013,1983,Mt,B,Dp,R,,38x29,mittel,hoch,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,1013,images/WV_ab 0953/1013.jpg,images/WV_ab 0953/thumb/1013.jpg,Mt B Dp R ,A   , 
1014,1983,Mt,B,Dp,R,,31x32,mittel,breit,,,Gs,A,O,,,,H2,gr,,,,iBdK,,,,,1014,images/WV_ab 0953/1014.jpg,images/WV_ab 0953/thumb/1014.jpg,Mt B Dp R ,A O  , 
1015,1983,zT,B,Dp,,,30x26,mittel,hoch,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,1015,images/WV_ab 0953/1015.jpg,images/WV_ab 0953/thumb/1015.jpg,zT B Dp  ,A   , 
1016,1983,zT,B,Dp,,,24x20,klein,hoch,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1016,images/WV_ab 0953/1016.jpg,images/WV_ab 0953/thumb/1016.jpg,zT B Dp  ,A   , 
1017,1983,zT,B,Dp,,,20x24,klein,breit,,,Gs,A,O,,,,H2,gr,,,,iBdK,,,,,1017,images/WV_ab 0953/1017_bearbeitet-1.jpg,images/WV_ab 0953/thumb/1017_bearbeitet-1.jpg,zT B Dp  ,A O  , 
1018,2002?,OP,,,,,25x41,mittel,breit,,,UnG,Kt,,,,,H3,cf,Kr5e,,,iBdK,res,,,,1018,images/WV_ab 1018/1018.jpg,images/WV_ab 1018/thumb/1018.jpg,OP    ,Kt   , 
1019,2004?,OP,,,,,25x41,mittel,breit,,,Gs,Ri,Sch,,,,H4,b,,,Belsazar,"Simon Messer, Bern",PB,,,,1019,"images/WV_ab 1018/1019,Belsazar.jpg","images/WV_ab 1018/thumb/1019,Belsazar.jpg",OP    ,Ri Sch  , 
1020,2000,OP,,,,,25x41,mittel,breit,,,UoG,Ar,,,,,H3,cf,,,doors wide open,iBdK,,,,Kat.OP.169,1020,images/WV_ab 1018/1020.jpg,images/WV_ab 1018/thumb/1020.jpg,OP    ,Ar   , 
1021,2020,OP,,,,,25x40,mittel,breit,,,U,,,,,,H4,gr,Kr9,,Hades,iBdK,res,,,Kat.OP.51,1021,images/WV_ab 1018/1021.jpg,images/WV_ab 1018/thumb/1021.jpg,OP    ,   , 
1022,2003?,OP,,,,,25x41,mittel,breit,,,U,,,,,,H3,cf,,,,"Ana Holenstein, Bern",PB,,,Kat.OP.266,1022,images/WV_ab 1018/1022.jpg,images/WV_ab 1018/thumb/1022.jpg,OP    ,   , 
1023,2003,OP,,,,,25x41,mittel,breit,,,UnG,Ri,Sb,,,,H3,cf,,,Selbst (süss-sauer),iBdK,,,,Kat.OP.145,1023,images/WV_ab 1018/1023.jpg,images/WV_ab 1018/thumb/1023.jpg,OP    ,Ri Sb  , 
1024,2000,OP,,,,,25x41,mittel,breit,,,Gs,A,Vo,,,,H4,cf,,,M,iBdK,,,,Kat.OP.209,1024,images/WV_ab 1018/1024.jpg,images/WV_ab 1018/thumb/1024.jpg,OP    ,A Vo  , 
1025,2003,OP,,,,,25x41,mittel,breit,,,UoG,FigG,Sch,O,,,H3,cf,,,ship of fools (four painters - for Cecil Collins),iBdK,,,,Kat.OP.265,1025,images/WV_ab 1018/1025.jpg,images/WV_ab 1018/thumb/1025.jpg,OP    ,FigG Sch O , 
1026,2003,OP,,,,,25x41,mittel,breit,,,U,,,,,,H4,g,,,Neon,iBdK,,,,Kat.OP.49,1026,images/WV_ab 1018/1026.jpg,images/WV_ab 1018/thumb/1026.jpg,OP    ,   , 
1027,2003,OP,,,,,25x41,mittel,breit,Lst,,U,,,,,,H4,cf,,,,iBdK,,,,Kat.OP.249,1027,images/WV_ab 1018/1027.jpg,images/WV_ab 1018/thumb/1027.jpg,OP    ,   ,Lst 
1028,2000,OP,,,,,25x41,mittel,breit,,,U,,,,,,H2,cf,,,Vase,iBdK,,,,Kat.OP.54,1028,images/WV_ab 1018/1028.jpg,images/WV_ab 1018/thumb/1028.jpg,OP    ,   , 
1029,2003,OP,,,,,25x41,mittel,breit,,,U,,,,,,H3,gr,,fis,,iBdK,,,,Kat.OP.240,1029,images/WV_ab 1018/1029.jpg,images/WV_ab 1018/thumb/1029.jpg,OP    ,   , 
1030,2000,OP,,,,,25x41,mittel,breit,,,UoG,P,,,,,H2,cf,,,Strandszene,iBdK,,,,Kat.OP.184,1030,images/WV_ab 1018/1030.jpg,images/WV_ab 1018/thumb/1030.jpg,OP    ,P   , 
1031,2003?,OP,,,,,25x41,mittel,breit,,,U,,,,,,H4,g,,,,"Michèle Winkler, Bern",PB,,,,1031,images/WV_ab 1018/1031.jpg,images/WV_ab 1018/thumb/1031.jpg,OP    ,   , 
1032,2000,OP,,,,,25x41,mittel,breit,,,UnG,Mw,A,,,,H2,g,,,FAUN,"Ana Holenstein, Bern",PB,,,,1032,images/WV_ab 1018/1032.jpg,images/WV_ab 1018/thumb/1032.jpg,OP    ,Mw A  , 
1033,2000,OP,,,,,25x41,mittel,breit,,,UoG,Gä,,,,,H3,g,,,japanischer Garten,"Susanna und Andres Brändli, Aarau/Brione s/M",PB,,,Kat.OP.25,1033,images/WV_ab 1018/1033.jpg,images/WV_ab 1018/thumb/1033.jpg,OP    ,Gä   , 
1034,2010?,OL,,,,,90x120?,gross,breit,Mo,,UnG,Ar,,,,,H4,cf,ParEH,,Room for Tourists (nach Edward Hopper),"Erika Michel, Burgdorf",PB,,,,1034,images/WV_ab 1034/1034.jpg,images/WV_ab 1034/thumb/1034.jpg,OL    ,Ar   ,Mo 
1035,2001,OP,,,,,54x67,mittel,breit,,,UnG,P,P,,,Pro,H5,v,Par5,,"""Sonnenuntergang (Brüder)"" nach C.D. Friedrich",iBdK,,,,Kat.OP.134,1035,images/WV_ab 1034/1035.jpg,images/WV_ab 1034/thumb/1035.jpg,OP    ,P P  , 
1036,2005,OP,,,,,54x67,mittel,breit,,,U,,,,,Pro,H3,c,ParME,,kleine Hommage an den grossen Max,iBdK,,,,Kat.OP308,1036,images/WV_ab 1034/1036.jpg,images/WV_ab 1034/thumb/1036.jpg,OP    ,   , 
1037,2009,OP,,,,,41x67,mittel,breit,,,UoG,BiB,,,,,H2,y,Par4,,kleine Improvisation (frei nach Claude Lorrain),iBdK,,,,Kat.OP.593,1037,images/WV_ab 1034/1037.jpg,images/WV_ab 1034/thumb/1037.jpg,OP    ,BiB   , 
1038,2008,OP,,,,,41x67,mittel,breit,Mo,,UnG,Ar,,,,,H4,c,Par7a,,"nach ""Barn with Snow"" von Georgia O'Keeffe",iBdK,,,,Kat.OP.608,1038,images/WV_ab 1034/1038.jpg,images/WV_ab 1034/thumb/1038.jpg,OP    ,Ar   ,Mo 
1039,2005?,OP,,,,,41x55,mittel,breit,,,Gs,AP,P,,,,H3,g,Par1,,Geb und Nut,iBdK,,,,bei Regula Straumann,1039,images/WV_ab 1034/1039.jpg,images/WV_ab 1034/thumb/1039.jpg,OP    ,AP P  , 
1040,1993,Opl,,,,,16x21,klein,breit,,,U,,,,,,H3,g,,,,iBdK,,,x,,1040,images/WV_ab 1034/1040.jpg,images/WV_ab 1034/thumb/1040.jpg,Opl    ,   , 
1041,1977,OP,,,,,40x47,mittel,breit,,,U,,,,,,H4,c,,,,iBdK,,,,,1041,images/WV_ab 1034/1041.jpg,images/WV_ab 1034/thumb/1041.jpg,OP    ,   , 
1042,1973,OP,,,,,65x61,mittel,hoch,,,UoG,O,,,,,H3,b,,,,iBdK,,,,,1042,images/WV_ab 1034/1042.jpg,images/WV_ab 1034/thumb/1042.jpg,OP    ,O   , 
1043,1975,OPa ,,,,,51x49,mittel,hoch,,,U ,,,,,,H4,cf,,,,iBdK,,,,,1043,images/WV_ab 1034/1043.jpg,images/WV_ab 1034/thumb/1043.jpg,OPa     ,   , 
1044,1992,Ls,C,,,,49x67,mittel,breit,ovÖ,,U,,,,,,H3,cf,,,Bhadravati ,iBdK,,,,,1044,images/WV_ab 1034/1044.jpg,images/WV_ab 1034/thumb/1044.jpg,Ls C   ,   ,ovÖ 
1045,1977,zT,Opl,B,,,60x47,mittel,hoch,,,U,,,,,,H2,b,,waa,,iBdK,,,,,1045,images/WV_ab 1034/1045.jpg,images/WV_ab 1034/thumb/1045.jpg,zT Opl B  ,   , 
1046,2002,Od,,,,,21x21,klein,quadratisch,,,UnG,mF,Ar,,,,H4,bw,,,Accumulazione,iBdK,,,,"Rivista EOS, Piero Varroni, Rom, mit Text von Benz Schär, Bern",1046,images/WV_ab 1034/1046.jpg,images/WV_ab 1034/thumb/1046.jpg,Od    ,mF Ar  , 
1047,1973,OPa,,,,,15x30,klein,breit,,,U,,,,,,H4,cf,,,,iBdK,,,,,1047,images/WV_ab 1034/1047.jpg,images/WV_ab 1034/thumb/1047.jpg,OPa    ,   , 
1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048,images/WV_ab 1034/1048.jpg,images/WV_ab 1034/thumb/1048.jpg,    ,   , 
1049,1997,OP,,,,,55x75,mittel,breit,,,U,,,,,,H4,c,,,,"Regula Straumann, Muttenz",PB,,,,1049,images/WV_ab 1034/1049.jpg,images/WV_ab 1034/thumb/1049.jpg,OP    ,   , 
1050,1997,OL,,,,,114x146,gross,breit,,,UoG,L,,,,,H3,c,,,,"Edgar Baer, Basel",PB,,,,1050,images/WV_ab 1034/1050.jpg,images/WV_ab 1034/thumb/1050.jpg,OL    ,L   , 
1051,1987,K,,,,,56x76,mittel,breit,,,UoG,L,,,,,H3,bw,,sko,,"Frau Lange, Muri ?",PB,,,,1051,images/WV_ab 1034/1051.jpg,images/WV_ab 1034/thumb/1051.jpg,K    ,L   , 
1052,1998,Mt,B,T,Pk,,42x30,mittel,hoch,,,Gs,A,,,,,H2,gr,,waa,,"Susanna Brändli, Bern",PB,,,"aus dem Unterricht von Ruth Eisenhart, London",1052,images/WV_ab 1034/1052 Kopie.jpg,images/WV_ab 1034/thumb/1052 Kopie.jpg,Mt B T Pk ,A   , 
1053,1998,zT,B,Pk,,,42x30,mittel,hoch,,,Gs,A,,,,,H2,gr,,,,"Susanna Brändli, Bern",PB,,,"aus dem Unterricht von Ruth Eisenhart, London",1053,images/WV_ab 1034/1053.jpg,images/WV_ab 1034/thumb/1053.jpg,zT B Pk  ,A   , 
1054,1998,zT,B,T,,,42x30,mittel,hoch,,,Gs,A,,,,,H2,gr,,,,"Susanna Brändli, Bern",PB,,,"aus dem Unterricht von Ruth Eisenhart, London",1054,images/WV_ab 1034/1054.jpg,images/WV_ab 1034/thumb/1054.jpg,zT B T  ,A   , 
1055,1998,zT,B,G,,,42x30,mittel,hoch,,,Gs,A,,,,,H1,gr,,,,"Susanna Brändli, Bern",PB,,,,1055,images/WV_ab 1034/1055.jpg,images/WV_ab 1034/thumb/1055.jpg,zT B G  ,A   , 
1056,2002,zT,B,T,,,44x55,mittel,breit,,,Gs,Z,Sb,A,FigG,,H3,gr,,,,"Susanna Brändli, Bern",PB,,,,1056,images/WV_ab 1034/1056 Kopie.jpg,images/WV_ab 1034/thumb/1056 Kopie.jpg,zT B T  ,Z Sb A FigG, 
1057,1987,OP,,,,,40x48,mittel,breit,,,UoG,L,,,,,H4,cf,,,,"Susanna Brändli, Bern",PB,,,,1057,images/WV_ab 1034/1057_bearbeitet-1.jpg,images/WV_ab 1034/thumb/1057_bearbeitet-1.jpg,OP    ,L   , 
1058,1991,OP,,,,,51x59,mittel,breit,,,UoG,L,,,,,H4,c,,,,"Susanna Brändli, Bern",PB,,,,1058,images/WV_ab 1034/1058_bearbeitet-1.jpg,images/WV_ab 1034/thumb/1058_bearbeitet-1.jpg,OP    ,L   , 
1059,2018,OP,,,,,41x55,mittel,breit,Ul,,UoG,At,Sch,,,,H4,cf,,,"Atelier, panisch",iBdK,,,,Kat.OP.347,1059,images/WV_ab 1034/1059.jpg,images/WV_ab 1034/thumb/1059.jpg,OP    ,At Sch  ,Ul 
1060,2006,OP,,,,,32x41,mittel,breit,Lst,,U,,,,,,H3,g,ParPK,,"nach Klees ""Schöpfer"" (verheddert)",iBdK,res,,,Kat.OP.422,1060,images/WV_ab 1034/1060.jpg,images/WV_ab 1034/thumb/1060.jpg,OP    ,   ,Lst 
1061,2008,OP,,,,,32x41,mittel,breit,Ul,,UnG,Ar,,,,,H4,cf,ParEH,,"nach ""Couast Guard Station"" von Edward Hopper",iBdK,,,,Kat.OP.173,1061,images/WV_ab 1034/1061.jpg,images/WV_ab 1034/thumb/1061.jpg,OP    ,Ar   ,Ul 
1062,2005,OP,,,,,32x41,mittel,breit,Lst,,UnG,KiA,Vo,,,,H2,b,Par4,,Atelier (nach Vermeer),iBdK,,,,Kat.OP.370,1062,images/WV_ab 1034/1062.jpg,images/WV_ab 1034/thumb/1062.jpg,OP    ,KiA Vo  ,Lst 
1063,2006,OP,,,,,32x41,mittel,breit,Lst,,UoG,L,,,,,H4,cf,ParME,,eine kleine Hommage an den grossen Max,iBdK,,,,Kat.OP.511,1063,images/WV_ab 1034/1063.jpg,images/WV_ab 1034/thumb/1063.jpg,OP    ,L   ,Lst 
1064,2004?,OP,,,,,32x41,mittel,breit,,,UnG,AP,Pf,Kt,,,H4,g,ParME,,Jardin de la France (d`après Max Ernst),iBdK,,,,bei Regula Straumann,1064,images/WV_ab 1034/1064.jpg,images/WV_ab 1034/thumb/1064.jpg,OP    ,AP Pf Kt , 
1065,1975,OPa ,,,,,60x45?,mittel,hoch,,,U,,,,,,H4,b,,,der schatten des körpers des kutschers,iBdK,,,,,1065,images/WV_ab 1034/1065.jpg,images/WV_ab 1034/thumb/1065.jpg,OPa     ,   , 
1066,2004?,OP,,,,,32x41,mittel,breit,Mo,,UnG,FigG,AP,L,,WG1,H4,cf,ParFV,,Pentheus (nach Félix Vallotton),iBdK,,,,bei Regula Straumann,1066,images/WV_ab 1034/1066.jpg,images/WV_ab 1034/thumb/1066.jpg,OP    ,FigG AP L ,Mo 
1067,2005,zT,T,B,,,21x30,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1067,images/WV_ab 1067/1067.jpg,images/WV_ab 1067/thumb/1067.jpg,zT T B  ,A   , 
1068,2001,zT,B,T,,,21x30,klein,breit,,,Gs,A,,,,,H1,gr,,,,iBdK,,,,,1068,images/WV_ab 1067/1068_bearbeitet-1.jpg,images/WV_ab 1067/thumb/1068_bearbeitet-1.jpg,zT B T  ,A   , 
1069,2008,zT,B,T,,,21x30,klein,breit,,,Gs,A,,,,,H2,gr,,,Dreiklang,iBdK,,,,,1069,images/WV_ab 1067/1069_bearbeitet-1.jpg,images/WV_ab 1067/thumb/1069_bearbeitet-1.jpg,zT B T  ,A   , 
1070,2003,B,,,,,21x30,klein,breit,,,Gs,A,,,,,H2,b,,,Crouching nude,iBdK,,,,,1070,images/WV_ab 1067/1070_bearbeitet-1.jpg,images/WV_ab 1067/thumb/1070_bearbeitet-1.jpg,B    ,A   , 
1071,2007,zT,B,Dd,,,21x30,klein,breit,,,Gs,A,,,,,H2,gr,,,,iBdK,,,,,1071,images/WV_ab 1067/1071_bearbeitet-1.jpg,images/WV_ab 1067/thumb/1071_bearbeitet-1.jpg,zT B Dd  ,A   , 
